id_fila,producto_id,sku_orig,nombre_orig,accion,target_id,lab_real,lab_nuevo,nombre_propuesto,forma,molecula,presentacion,unidades,linea,fuente_desc,desc_candidata,foto_candidata,tier,score,motivo,aprobado
124,37928,HO36803/3,DICLOFENACO SODICO 75 MG / 3 ML X 10 AMPOLLAS,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,DICLOFENACO SODICO 75 MG / 3 ML X 10 AMPOLLAS,INYECTABLE,Diclofenaco,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,DICLOFENACO SOD SOL INY 75MG/3ML X10 CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53115.jpg,,,lab existe pero sin match >= T0,si
125,37929,ME43045/2,DICLOFENACO POTASICO 50 MG X 10 TABLETAS RECUBIERTAS,crear,,"BLUE MEDICAL PHARMACEUTICAL, C.A.",si,DICLOFENACO POTASICO 50 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Diclofenaco,X 10 TABLETAS,10,Linea Farmacia,cobeca,DICLOFENACO POT TAB REC 50MG X10 BLUE/M,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54424.jpg,,,lab sin productos en BD,si
126,37931,ME43045/3,DICLOFENACO POTASICO 50 MG X 20 TABLETAS RECUBIERTAS,ambiguo,37933|39185,"LABORATORIOS KIMICEG, C.A.",no,,,,,,,cobeca,DICLOFENACO POTA TAB 50MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/55.jpg,,,2+ candidatos de presentación exacta empatados en mismo tier,no
127,37932,ME28851,DICLOFENAC SODICO 50 MG X 20 TABLETAS CON RECUBRIMIENTO ENTERICO,crear,,"CASA DE REPRESENTACION DAC55, C.A.",no,DICLOFENAC POTASICO 50 MG X 20 TABLETAS,TABLETAS,Diclofenac Potasico,X 20 TABLETAS,20,Linea Farmacia,cobeca,DICLOFENAC POTA TAB 50MG X20 CR DAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23145.jpg,,,lab sin productos en BD,si
128,37934,ME43099,DICLOFENACO POTASICO 50 MG X 20 TABLETAS CON RECUBRIMIENTO ENTERICO,ambiguo,37933|39185,"LABORATORIOS KIMICEG, C.A.",no,,,,,,,cobeca,DICLOFENACO POTA TAB 50MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/55.jpg,,,2+ candidatos de presentación exacta empatados en mismo tier,no
129,37955,ME38177/4,DIOSMINA 600 MG X 30 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION DAC55, C.A.",no,DIOSMINA 600 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Diosmina,X 30 TABLETAS,30,Linea Farmacia,cobeca,DIOSMINA TAB REC 600MG X30 DAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53521.jpg,,,lab sin productos en BD,si
130,37956,ME36420,DIOSMINA - HESPERIDINA 450 MG - 50 MG X 30 TABLETAS RECUBIERTAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,DIOSMINA - HESPERIDINA 450 MG - 50 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Diosmina - Hesperidina,X 30 TABLETAS,30,Linea Farmacia,cobeca,DIOSMINA/HESPER TAB 450MG/50MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52910.jpg,,,lab existe pero sin match >= T0,si
131,37957,ME40371,DIOSMINA-HESPERIDINA 450 MG-50 MG COMPRIMIDOS RECUBIERTOS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,DIOSMINA-HESPERIDINA 450 MG-50 MG COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Diosmina Hesper,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,DIOSMINA/HESPER TAB 450MG/50MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52910.jpg,,,lab existe pero sin match >= T0,si
132,37964,HO42487,DOBUTAMINA 250 MG / 5 ML X 5 AMPOLLAS,crear,,"CASA DE REPRESENTACION MEDVAL, C.A.",si,DOBUTAMINA 250 MG / 5 ML X 5 AMPOLLAS,INYECTABLE,Dobutamina,X 5 INYECTABLE,5,Linea Hospitalaria,cobeca,DOBUTAMINA AMP 250MG/5ML X5 MEDV,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51161.jpg,,,lab existe pero sin match >= T0,si
133,37974,ME44581/2,DOMPERIDONA 10 MG X 10 TABLETAS,crear,,"KMPLUS PHARMACEUTICALS, C.A.",si,DOMPERIDONA 10 MG X 10 TABLETAS,TABLETAS,Domperidona,X 10 TABLETAS,10,Linea Farmacia,cobeca,DOMPERIDONA TAB 10MG X10 KMP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53481.jpg,,,lab sin productos en BD,si
134,37975,ME44581/3,DOMPERIDONA 10 MG X 15 TABLETAS,crear,,"CALOX INTERNATIONAL, C.A.",no,DOMPERIDONA 10 MG X 15 TABLETAS,TABLETAS,Domperidona,X 15 TABLETAS,15,Linea Farmacia,cobeca,DOMPERIDONA TAB 10MG X15 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11636.jpg,,,lab existe pero sin match >= T0,si
135,37976,ME44581/4,DOMPERIDONA 10 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,DOMPERIDONA 10 MG X 30 TABLETAS,TABLETAS,Domperidona,X 30 TABLETAS,30,Linea Farmacia,cobeca,DOMPERIDONA TAB 10MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21373.jpg,,,lab existe pero sin match >= T0,si
136,37984,ME43060,DOXICICLINA 100 MG X 10 CAPSULAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,DOXICICLINA 100 MG X 10 CAPSULAS,CAPSULAS,Doxiciclina Hiclato,X 10 CAPSULAS,10,Linea Farmacia,cobeca,DOXICICLINA CAP 100MG X 10 ANGELUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28543.jpg,,,lab existe pero sin match >= T0,si
137,37985,ME20337,DOXICICLINA 100 MG X 10 CAPSULAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,DOXICICLINA 100 MG X 10 CAPSULAS,CAPSULAS,Doxiciclina,X 10 CAPSULAS,10,Linea Farmacia,cobeca,DOXICICLINA CAP 100MG X 10 ANGELUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28543.jpg,,,lab existe pero sin match >= T0,si
138,38004,ME26416/2,ENALAPRIL 20 MG X 20 TABLETAS,crear,,"LABORATORIO LA SANTE, C.A.",no,ENALAPRIL 20 MG X 20 TABLETAS,TABLETAS,Enalapril,X 20 TABLETAS,20,Linea Farmacia,cobeca,ENALAPRIL TAB 20MG X20 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7965.jpg,,,lab existe pero sin match >= T0,si
139,38007,ME44613,ENALAPRIL MALEATO - HIDROCLOROTIAZIDA 20 MG - 12.5 MG TABLETAS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,ENALAPRIL MALEATO - HIDROCLOROTIAZIDA 20 MG - 12.5 MG TABLETAS,TABLETAS,Enalapril - Hidroclorotiazida,TABLETAS,,Linea Farmacia,cobeca,"ENALAPRIL/HIDROCL TAB 20MG/12,5MG CR MT",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54045.jpg,,,lab sin productos en BD,si
140,38014,ME37000,ERITROMICINA 500 MG X 10 TABLETAS RECUBIERTAS,crear,,"LABORATORIOS ZUZU, C.A.",si,ERITROMICINA 500 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Eritromicina,X 10 TABLETAS,10,Linea Farmacia,cobeca,ERITROMICINA TAB 500MG X10 ZUZU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52542.jpg,,,lab sin productos en BD,si
141,38015,ME40959/4,ESCITALOPRAM 10 MG X 56 COMPRIMIDOS RECUBIERTOS,crear,,"CASA DE REPRESENTACION DOROPHARMA, C.A.",si,ESCITALOPRAM 10 MG X 56 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Escitalopram,X 56 COMPRIMIDOS,56,Linea Farmacia,cobeca,ESCITALOPRAM COMP 10MG X56 DORO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22243.jpg,,,lab sin productos en BD,si
142,38016,ME40959/2,ESCITALOPRAM 10 MG X 14 COMPRIMIDOS RECUBIERTOS,crear,,"CASA DE REPRESENTACION LATTAN MEDIC, C.A.",si,ESCITALOPRAM 10 MG X 14 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Escitalopram,X 14 COMPRIMIDOS,14,Linea Farmacia,cobeca,ESCITALOPRAM TAB 10MG X14 CR LATT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23490.jpg,,,lab sin productos en BD,si
143,38019,ME40960/2,ESCITALOPRAM 20 MG X 28 COMPRIMIDOS RECUBIERTOS,crear,,"CALOX INTERNATIONAL, C.A.",no,ESCITALOPRAM 20 MG X 28 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Escitalopram,X 28 COMPRIMIDOS,28,Linea Farmacia,cobeca,ESCITALOPRAM TAB 20MG X28 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53635.jpg,,,solo match relaxando pack (T2) — presentacion exacta no existe,si
144,38021,ME38504/3,ESCITALOPRAM 10 MG X 30 TABLETAS RECUBIERTAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,ESCITALOPRAM 10 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Escitalopram,X 30 TABLETAS,30,Linea Farmacia,cobeca,ESCITALOPRAM TAB 10MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25666.jpg,,,lab sin productos en BD,si
145,38023,ME41771/3,ESCITALOPRAM 20 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIO LA SANTE, C.A.",no,ESCITALOPRAM 20 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Escitalopram,X 30 TABLETAS,30,Linea Farmacia,cobeca,ESCITALOPRAM TAB 20MG X 30 LA SANTE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50533.jpg,,,lab existe pero sin match >= T0,si
146,38025,ME43340,ESCITALOPRAM 5 MG X 30 TABLETAS RECUBIERTAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,ESCITALOPRAM 5 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Escitalopram,X 30 TABLETAS,30,Linea Farmacia,cobeca,ESCITALOPRAM TAB 5MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25665.jpg,,,lab sin productos en BD,si
147,38026,ME43163,ESCITALOPRAM 10 MG X 28 TABLETAS RECUBIERTAS,asignar,38022,"CALOX INTERNATIONAL, C.A.",no,ESCITALOPRAM 10 MG X 28 TABLETAS RECUBIERTAS,TABLETAS,,,,,cobeca,ESCITALOPRAM TAB REC 10MG X28 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22208.jpg,0,2,match T0 score 2,si
148,38045,ME33352/2,ESPIRONOLACTONA 25 MG X 10 TABLETAS,ambiguo,38045|38046|38047,"LABORATORIOS SIEGFRIED, S.A.",no,,,,,,,farmanselmo,ESPIRONOLACTONA 25 MG 20 TABLETAS MEYER (E),https://pccentro.net.ve/img/s/2/4/9/9/8/24998-large_default.webp,,,2+ candidatos de presentación exacta empatados en mismo tier,no
149,38088,ME36163,FEXOFENADINA CLORHIDRATO 180 MG X 10 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,FEXOFENADINA CLORHIDRATO 180 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Fexofenadina,X 10 TABLETAS,10,Linea Farmacia,cobeca,FEXOFENADINA CLORHID TAB 180MG X 10 FMED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28713.jpg,,,lab existe pero sin match >= T0,si
150,38102,ME40011/3,FLAVOXATO 200 MG X 20 COMPRIMIDOS RECUBIERTOS,crear,,"CASA DE REPRESENTACION UNIPHARMA, C.A.",si,FLAVOXUNI FLAVOXATO 200 MG X 20 COMPRIMIDOS,COMPRIMIDOS,Flavoxuni Flavoxato,X 20 COMPRIMIDOS,20,Linea Farmacia,farmanselmo,FLAVOXUNI (FLAVOXATO) 200 MG X 20 TABLETAS UNIPHARMA (E),https://pccentro.net.ve/img/s/9/2/2/5/5/92255-large_default.webp,,,lab sin productos en BD,si
151,38103,ME44088,FLAVOXATO 200 MG X 30 TABLETAS RECUBIERTAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,FLAVOXATO 200 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Flavoxato,X 30 TABLETAS,30,Linea Farmacia,cobeca,FLAVOXATO TAB 200MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23673.jpg,,,lab existe pero sin match >= T0,si
152,38104,ME41029,FLAVOXATO CLORHIDRATO 200 MG X 10 TABLETAS RECUBIERTAS,crear,,"CALOX INTERNATIONAL, C.A.",no,FLAVOXATO CLORHIDRATO 200 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Flavoxato,X 10 TABLETAS,10,Linea Farmacia,cobeca,FLAVOXATO TAB 200MG X10 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99485.jpg,,,lab existe pero sin match >= T0,si
153,38112,ME41686,FLUCON 200 MG X 4 CAPSULAS,crear,,"GENFAR, S.A.",no,FLUCONAZOL 200 MG CAPSULAS,CAPSULAS,Fluconazol,CAPSULAS,,Linea Farmacia,cobeca,FLUCONAZOL CAP 200MG X 4 GENFAR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50070.jpg,,,lab existe pero sin match >= T0,si
154,38113,HO36216,EXOMAX 200 MG / 100 ML X 1 AMPOLLA,crear,,"BLUE MEDICAL PHARMACEUTICAL, C.A.",si,FLUCONAZOL 200 MG / 100 ML INYECTABLE,INYECTABLE,Fluconazol,INYECTABLE,,Linea Hospitalaria,cobeca,FLUCONAZOL SOL INY 200MG/100ML BLUE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29940.jpg,,,lab sin productos en BD,si
155,38118,ME43904,FLUCONAZOL 200 MG TABLETAS RECUBIERTAS,crear,,"GENFAR, S.A.",no,FLUCONAZOL 200 MG TABLETAS RECUBIERTAS,TABLETAS,Fluconazol,TABLETAS,,Linea Farmacia,cobeca,FLUCONAZOL CAP 200MG X 4 GENFAR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50070.jpg,,,lab existe pero sin match >= T0,si
156,38119,HO40840,FLUCONAZOL 200 MG / 100 ML SOLUCION INYECTABLE INTRAVENOSA,crear,,"BLUE MEDICAL PHARMACEUTICAL, C.A.",si,FLUCONAZOL 200 MG / 100 ML SOLUCION INYECTABLE INTRAVENOSA,INYECTABLE,Fluconazol,INYECTABLE,,Linea Hospitalaria,cobeca,FLUCONAZOL SOL INY 200MG/100ML BLUE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29940.jpg,,,lab sin productos en BD,si
157,38120,ME42709/2,FLUCONAZOL 150 MG X 2 TABLETAS,asignar,38116,"LABORATORIOS LETI, S.A.V.",no,FLUCONAZOL 150 MG X 2 CAPSULAS,CAPSULAS,Fluconazol,,,,cobeca,FLUCONAZOL CAP 150MG X2 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4546.jpg,0,1002,match T0 score 1002,si
158,38121,ME42709/3,FLUCONAZOL 150 MG X 4 TABLETAS,crear,,"LABORATORIOS ZUZU, C.A.",si,FLUCONAZOL 150 MG X 4 TABLETAS,TABLETAS,Fluconazol,X 4 TABLETAS,4,Linea Farmacia,cobeca,FLUCONAZOL TAB 150MG X4 ZUZU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52581.jpg,,,lab sin productos en BD,si
159,38125,ME43024,FLUNARIZINA 10 MG X 30 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,FLUNARIZINA 10 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Flunarizina,X 30 TABLETAS,30,Linea Farmacia,cobeca,FLUNARIZINA TAB 10MG X30 CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53116.jpg,,,lab existe pero sin match >= T0,si
160,38126,ME31214,FLUOXETINA 20 MG X 14 CAPSULAS,asignar,38127,"BIOTECH LABORATORIOS, C.A.",no,FLUOXETINA 20 MG X 14 CAPSULAS,CAPSULAS,Fluoxetina,,,,cobeca,FLUOXETINA CAP 20MG X14 BIOTECH,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3221.jpg,0,1002,match T0 score 1002,si
161,38128,ME28948,FLUOXETINA 20 MG X 28 CAPSULAS,crear,,"LABORATORIO LA SANTE, C.A.",no,FLUOXETINA 20 MG X 28 CAPSULAS,CAPSULAS,Fluoxetina,X 28 CAPSULAS,28,Linea Farmacia,cobeca,FLUOXETINA CAP 20MG X28 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50927.jpg,,,solo match relaxando pack (T2) — presentacion exacta no existe,si
162,38139,HO32365,FUROSEMIDA 20 MG / 2 ML X 3 AMPOLLAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,FUROSEMIDA 20 MG / 2 ML X 3 AMPOLLAS,INYECTABLE,Furosemida,X 3 INYECTABLE,3,Linea Hospitalaria,cobeca,FUROSEMIDA AMP 20MG/2ML X 3 DISTRILAB,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28787.jpg,,,lab sin productos en BD,si
163,38145,ME21300,FUROSEMIDA 40 MG X 24 TABLETAS,asignar,38144,"LABORATORIOS SIEGFRIED, S.A.",no,FUROSEMIDA 40 MG X 24 TABLETAS,TABLETAS,Furosemida,,,,cobeca,FUROSEMIDA TAB 40MG X24 MEY,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5296.jpg,0,1002,match T0 score 1002,si
164,38154,HO36306/3,GENTAMICINA 160 MG / 2 ML X 10 AMPOLLAS,crear,,"BLUE MEDICAL PHARMACEUTICAL, C.A.",si,GENTAMICINA 160 MG / 2 ML X 10 AMPOLLAS,INYECTABLE,Gentamicina,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,GENTAMICINA AMP 160MG/2ML X 10 BLUE/M,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30124.jpg,,,lab sin productos en BD,si
165,38155,HO36306/2,GENTAMICINA 160 MG / 2 ML X 5 AMPOLLAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,GENTAMICINA 160 MG / 2 ML X 5 AMPOLLAS,INYECTABLE,Gentamicina,X 5 INYECTABLE,5,Linea Hospitalaria,cobeca,GENTAMICINA SOL INY 160MG/2ML X5 DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52502.jpg,,,lab sin productos en BD,si
166,38158,ME33501,GLIBENCLAMIDA 5 MG X 10 COMPRIMIDOS,crear,,"KMPLUS PHARMACEUTICALS, C.A.",si,GLIBENCLAMIDA 5 MG X 10 COMPRIMIDOS,COMPRIMIDOS,Glibenclamida,X 10 COMPRIMIDOS,10,Linea Farmacia,farmanselmo,GLIBENCLAMIDA 5 MG X 10 TABLETAS KMPLUS (E),https://pccentro.net.ve/img/s/4/1/1/3/7/41137-large_default.webp,,,lab sin productos en BD,si
167,38159,ME26275,GLIBENCLAMIDA 5 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,GLIBENCLAMIDA 5 MG X 30 TABLETAS,TABLETAS,Glibenclamida,X 30 TABLETAS,30,Linea Farmacia,cobeca,GLIBENCLAMIDA TAB 5MG X 30 ANGELUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28525.jpg,,,lab existe pero sin match >= T0,si
168,38168,ME32878,GLIMEPIRIDA 4 MG TABLETAS,asignar,38167,"LABORATORIOS LETI, S.A.V.",no,GLIMEPIRIDA 4 MG X 15 COMPRIMIDOS,COMPRIMIDOS,Glimepirida,,,,cobeca,GLIMEPIRIDA COMP 4MG X15 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52338.jpg,0,1002,match T0 score 1002,si
169,38169,ME32727,GLIMERID 2 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,GLIMEPIRIDA 2 MG X 30 TABLETAS,TABLETAS,Glimepirida,X 30 TABLETAS,30,Linea Farmacia,cobeca,GLIMEPIRIDA TAB 2MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21362.jpg,,,lab existe pero sin match >= T0,si
170,38191,ME35183/2,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 COMPRIMIDOS RECUBIERTOS,asignar,38399,"LABORATORIO LA SANTE, C.A.",no,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Hidroclorotiazida - Losartan,,,,cobeca,LOSARTAN/HCT TAB REC 100/25MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22228.jpg,0,1004,match T0 score 1004,si
171,38195,ME36980/2,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 COMPRIMIDOS RECUB,asignar,38399,"LABORATORIO LA SANTE, C.A.",no,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Hidroclorotiazida - Losartan,,,,cobeca,LOSARTAN/HCT TAB REC 100/25MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22228.jpg,0,1004,match T0 score 1004,si
172,38196,ME36980/3,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 30 COMPRIMIDOS RECUB,ya_tiene_foto,38400,"LABORATORIO LA SANTE, C.A.",no,,,,,,,cobeca,LOSARTAN HCT TAB REC 100/25MGX30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99859.jpg,0,1004,producto objetivo ya tiene foto (#38400),no
173,38216,ME34468,IBUPROFENO 100 MG / 5 ML SUSPENSION,asignar,38217,"LABORATORIOS LETI, S.A.V.",no,IBUPROFENO 100 MG / 5 ML SUSPENSION ORAL,SUSPENSION ORAL,Ibuprofeno,,,,cobeca,IBUPROFENO SUSP 100MG/5ML 90ML LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99047.jpg,0,1002,match T0 score 1002,si
174,38253,ME36068/3,IRBESARTAN 150 MG X 28 TABLETAS,asignar,39257,"CALOX INTERNATIONAL, C.A.",no,IRBESARTAN 150 MG X 28 TABLETAS,TABLETAS,Irbesartan,,,,cobeca,IRBESARTAN TAB 150 MG X 28 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28781.jpg,0,1002,match T0 score 1002,si
175,38254,ME36068/2,IRBESARTAN 150 MG X 10 TABLETAS,crear,,"LABORATORIO LA SANTE, C.A.",no,IRBESARTAN 150 MG X 10 TABLETAS,TABLETAS,Irbesartan,X 10 TABLETAS,10,Linea Farmacia,cobeca,IRBESARTAN TAB 150MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94012.jpg,,,lab existe pero sin match >= T0,si
176,38255,ME36068/4,IRBESARTAN 150 MG X 30 TABLETAS,ya_tiene_foto,38205,"LABORATORIOS VALMOR, C.A.",no,,,,,,,farmanselmo,IBECAR IRBESARTAN 150 MG x30 TABLETAS VALMORCA (E),https://pccentro.net.ve/img/s/5/5/0/4/9/55049-large_default.webp,0,1002,producto objetivo ya tiene foto (#38205),no
177,38257,ME35908/2,IRBESARTAN 300 MG X 10 TABLETAS,crear,,"LABORATORIO LA SANTE, C.A.",no,IRBESARTAN 300 MG X 10 TABLETAS,TABLETAS,Irbesartan,X 10 TABLETAS,10,Linea Farmacia,cobeca,IRBESARTAN TAB 300MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50766.jpg,,,lab existe pero sin match >= T0,si
178,38261,ME43740,ITRACONAZOL 100 MG X 10 CAPSULAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,ITRACONAZOL 100 MG X 10 CAPSULAS,CAPSULAS,Itraconazol,X 10 CAPSULAS,10,Linea Farmacia,cobeca,ITRACONAZOL CAP 100MG X10 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53012.jpg,,,lab sin productos en BD,si
179,38284,HO35019/2,KETOPROFENO 100 MG / 2 ML X 1 AMPOLLA,asignar,39271,"LABORATORIO COFASA, S.A.",no,KETOPROFENO 100 MG / 2 ML X 1 AMPOLLA,INYECTABLE,Ketoprofeno,,,,cobeca,KETOPROFENO AMP 100MG X1 COFA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/521.jpg,0,1002,match T0 score 1002,si
180,38285,HO35019/3,KETOPROFENO 100 MG / 2 ML X 2 AMPOLLAS,crear,,"LABORATORIOS LETI, S.A.V.",no,KETOPROFENO 100 MG / 2 ML X 2 AMPOLLAS,INYECTABLE,Ketoprofeno,X 2 INYECTABLE,2,Linea Hospitalaria,cobeca,KETOPROFENO AMP 100MG/2ML X2 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5201.jpg,,,solo match relaxando pack (T2) — presentacion exacta no existe,si
181,38286,HO35019/4,KETOPROFENO 100 MG / 2 ML X 10 AMPOLLAS,crear,,"TIARES, C.A.",si,KETOPROFENO 100 MG / 2 ML X 10 AMPOLLAS,INYECTABLE,Ketoprofeno,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,KETOPROFENO AMP IV/IM 100MG X10 TIAR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26418.jpg,,,lab existe pero sin match >= T0,si
182,38296,HO42668/3,KETOROLACO TROMETAMOL 30 MG / ML X 10 AMPOLLAS,crear,,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A.",si,KETOROLACO TROMETAMOL 30 MG / ML X 10 AMPOLLAS,INYECTABLE,Ketorolaco,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,KETOROLACO AMP 30MG/1ML X 10 CR GM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29479.jpg,,,lab existe pero sin match >= T0,si
183,38298,HO42686,KETOROLACO TROMETAMINA 30 MG / ML X 3 AMPOLLAS,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,KETOROLACO TROMETAMINA 30 MG / ML X 3 AMPOLLAS,INYECTABLE,Ketorolaco,X 3 INYECTABLE,3,Linea Hospitalaria,cobeca,KETOROLACO SOL INY 30MG/ML X3 CR CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27131.jpg,,,lab existe pero sin match >= T0,si
